Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,month,day
2013-07-31,2,75,64,70,M,63,65,0, 5,-,-,RA DZ BR HZ,M,M,M,0.18,29.33,29.99,2.5,30,4.2,7,241
2013-08-01,1,81,61,71,-2,57,62,0, 6,0445,1911, ,0,M,0.0,0.00,29.23,29.95,7.6,30,7.8,8,241
2013-08-01,2,82,61,72,M,54,62,0, 7,-,-, ,M,M,M,0.00,29.29,29.95,6.2,29,7.1,8,241
2013-08-02,1,84,62,73, 0,63,67,0, 8,0446,1910,RA BR,0,M,0.0,0.63,29.15,29.87,4.5,29,8.2,8,242
2013-08-02,2,86,65,76,M,62,66,0,11,-,-,RA,M,M,M,0.41,29.23,29.87,2.7,23,7.7,8,242
2013-08-03,1,81,64,73, 0,55,62,0, 8,0447,1909, ,0,M,0.0,0.00,29.33,30.03,5.8,2,6.8,8,243
2013-08-03,2,79,66,73,M,54,62,0, 8,-,-, ,M,M,M,0.00,29.39,30.02,6.9,4,8.4,8,243
2013-08-04,1,75,60,68,-5,56,61,0, 3,0448,1908,RA,0,M,0.0,  T,29.42,30.14,5.9,6,7.8,8,244
2013-08-04,2,74,60,67,M,55,61,0, 2,-,-,RA,M,M,M,  T,29.49,30.13,6.1,7,6.9,8,244
2013-08-05,1,75,58,67,-6,59,62,0, 2,0449,1907,RA,0,M,0.0,0.07,29.23,29.98,6.8,19,7.6,8,245
2013-08-05,2,76,63,70,M,56,61,0, 5,-,-, ,M,M,M,0.02,29.29,29.98,7.1,18,7.9,8,245
2013-08-06,1,83,67,75, 2,68,70,0,10,0450,1906, ,0,M,0.0,0.04,29.13,29.86,7.2,21,8.0,8,246
2013-08-06,2,85,68,77,M,65,69,0,12,-,-, ,M,M,M,0.00,29.21,29.85,8.7,21,9.4,8,246
2013-08-07,1,89,67,78, 5,68,71,0,13,0451,1904, ,0,M,0.0,  T,29.14,29.83,4.0,30,9.9,8,247
2013-08-07,2,91,70,81,M,67,71,0,16,-,-,BR,M,M,M,0.01,29.20,29.82,2.4,30,10.5,8,247
2013-08-08,1,78,65,72,-1,56,62,0, 7,0452,1903, ,0,M,0.0,0.00,29.26,29.98,8.6,5,9.3,8,248
2013-08-08,2,79,69,74,M,55,62,0, 9,-,-, ,M,M,M,0.00,29.33,29.96,10.5,5,10.8,8,248
2013-08-09,1,82,59,71,-2,60,65,0, 6,0453,1902, ,0,M,0.0,  T,29.28,29.98,4.7,27,5.3,8,249
2013-08-09,2,84,62,73,M,58,65,0, 8,-,-, ,M,M,M,0.00,29.34,29.97,4.9,27,5.6,8,249
2013-08-10,1,81,64,73, 0,57,M,0, 8,0454,1900, ,0,M,0.0,0.00,M,30.08,5.3,5,6.5,8,250
2013-08-10,2,81,68,75,M,55,63,0,10,-,-, ,M,M,M,0.00,M,30.07,6.0,6,7.4,8,250
2013-08-11,1,81,60,71,-2,61,M,0, 6,0455,1859,RA,0,M,0.0,0.01,29.35,30.07,2.0,27,3.0,8,251
2013-08-11,2,84,63,74,M,57,64,0, 9,-,-, ,M,M,M,  T,29.42,30.06,4.0,24,5.4,8,251
2013-08-12,1,82,67,75, 2,65,68,0,10,0456,1858,RA DZ,0,M,0.0,0.27,29.21,29.93,3.5,27,7.5,8,252
2013-08-12,2,85,69,77,M,63,M,0,12,-,-,RA,M,M,M,0.66,29.27,29.92,4.5,26,7.7,8,252
2013-08-13,1,70,58,64,-9,52,58,1, 0,0457,1856, ,0,M,0.0,0.00,29.37,30.07,8.7,3,9.6,8,253
2013-08-13,2,71,62,67,M,50,57,0, 2,-,-, ,M,M,M,0.00,29.42,30.06,11.2,2,11.9,8,253
2013-08-14,1,72,56,64,-8,50,56,1, 0,0458,1855, ,0,M,0.0,0.00,29.44,30.16,3.9,4,7.1,8,254
2013-08-14,2,71,58,65,M,49,56,0, 0,-,-, ,M,M,M,0.00,29.52,30.16,3.0,3,7.0,8,254
2013-08-15,1,75,55,65,-7,53,58,0, 0,0459,1854, ,0,M,0.0,0.00,29.40,30.13,4.2,24,4.9,8,255
2013-08-15,2,74,57,66,M,50,58,0, 1,-,-, ,M,M,M,0.00,29.47,30.13,4.5,22,5.0,8,255
2013-08-16,1,82,55,69,-3,52,60,0, 4,0500,1852, ,0,M,0.0,0.00,29.44,30.15,2.8,4,5.2,8,256
2013-08-16,2,82,58,70,M,51,60,0, 5,-,-, ,M,M,M,0.00,29.50,30.14,5.0,7,5.8,8,256
2013-08-17,1,81,57,69,-3,56,62,0, 4,0501,1851, ,0,M,0.0,0.00,29.47,30.19,5.7,8,6.4,8,257
2013-08-17,2,79,60,70,M,55,62,0, 5,-,-, ,M,M,M,0.00,29.53,30.18,6.0,7,6.3,8,257
2013-08-18,1,81,59,70,-2,57,63,0, 5,0502,1849, ,0,M,0.0,0.00,29.41,30.14,3.7,8,4.8,8,258
2013-08-18,2,81,62,72,M,57,64,0, 7,-,-, ,M,M,M,0.00,29.48,30.13,4.2,8,4.8,8,258
2013-08-19,1,85,57,71, 0,60,65,0, 6,0503,1848, ,0,M,0.0,0.00,29.34,30.07,5.1,25,5.3,8,259
2013-08-19,2,86,63,75,M,58,65,0,10,-,-,HZ,M,M,M,0.00,29.41,30.06,3.8,25,4.6,8,259
2013-08-20,1,88,66,77, 6,62,68,0,12,0504,1846, ,0,M,0.0,0.00,29.34,30.06,7.7,22,8.0,8,260
2013-08-20,2,88,68,78,M,61,67,0,13,-,-, ,M,M,M,0.00,29.41,30.05,7.0,21,7.5,8,260
2013-08-21,1,90,68,79, 8,65,70,0,14,0505,1845,RA,0,M,0.0,0.01,29.30,30.02,8.6,23,9.0,8,261
2013-08-21,2,91,70,81,M,64,70,0,16,-,-,RA,M,M,M,0.05,29.37,30.02,9.0,22,9.3,8,261
2013-08-22,1,78,68,73, 2,67,69,0, 8,0506,1843,RA,0,M,0.0,0.23,29.36,30.05,1.5,23,7.0,8,262
2013-08-22,2,78,67,73,M,66,68,0, 8,-,-,RA,M,M,M,0.36,29.42,30.05,2.5,24,7.0,8,262
2013-08-23,1,82,62,72, 1,55,63,0, 7,0508,1842,BR,0,M,0.0,0.00,29.43,30.14,6.1,6,6.8,8,263
2013-08-23,2,81,64,73,M,55,63,0, 8,-,-,BR,M,M,M,0.00,29.49,30.13,7.2,6,8.0,8,263
2013-08-24,1,86,60,73, 2,59,65,0, 8,0509,1840, ,0,M,0.0,0.00,29.49,30.20,5.3,17,6.1,8,264
2013-08-24,2,86,64,75,M,56,64,0,10,-,-, ,M,M,M,0.00,29.55,30.20,4.6,16,5.9,8,264
2013-08-25,1,89,65,77, 7,62,68,0,12,0510,1839, ,0,M,0.0,0.00,29.46,30.18,9.2,22,9.6,8,265
2013-08-25,2,89,68,79,M,60,67,0,14,-,-, ,M,M,M,0.00,29.52,30.17,9.6,21,10.1,8,265
2013-08-26,1,92,70,81,11,68,72,0,16,0511,1837, ,0,M,0.0,0.00,29.34,30.06,9.0,24,9.4,8,266
2013-08-26,2,92,70,81,M,66,71,0,16,-,-, ,M,M,M,0.00,29.41,30.06,9.2,23,9.5,8,266
2013-08-27,1,96,77,87,17,70,75,0,22,0512,1835, ,0,M,0.0,0.00,29.18,29.90,11.7,24,12.0,8,267
2013-08-27,2,96,77,87,M,68,74,0,22,-,-, ,M,M,M,0.00,29.24,29.89,12.5,24,12.7,8,267
2013-08-28,1,83,71,77, 7,69,72,0,12,0513,1834, ,0,M,0.0,0.00,29.26,29.95,6.9,3,9.3,8,268
2013-08-28,2,83,71,77,M,67,71,0,12,-,-,BR,M,M,M,0.00,29.32,29.94,5.8,36,8.7,8,268
2013-08-29,1,89,66,78, 8,64,69,0,13,0514,1832,BR HZ,0,M,0.0,0.00,29.29,30.01,3.9,10,4.7,8,269
2013-08-29,2,87,69,78,M,65,69,0,13,-,-,FG BR HZ,M,M,M,0.00,29.36,30.00,4.2,10,4.6,8,269
2013-08-30,1,96,67,82,12,68,72,0,17,0515,1831,BR,0,M,0.0,0.36,29.13,29.86,4.4,26,8.3,8,270
2013-08-30,2,96,69,83,M,67,71,0,18,-,-,TSRA RA,M,M,M,0.47,29.21,29.85,5.3,24,7.8,8,270
2013-08-31,1,78,71,75, 6,67,69,0,10,0516,1829,TS TSRA,0,M,0.0,0.07,29.10,29.82,6.1,5,7.2,8,271
2013-08-31,2,77,70,74,M,66,68,0, 9,-,-,TS TSRA RA BR,M,M,M,0.96,29.16,29.81,5.8,4,7.0,8,271
2013-09-01,1,85,65,75, 7,67,70,0,10,0517,1827,TS,0,M,0.0,0.14,29.05,29.76,4.2,29,5.2,9,271
2013-09-01,2,84,68,76,M,66,69,0,11,-,-, ,M,M,M,0.02,29.11,29.75,3.9,27,5.8,9,271
2013-09-02,1,79,60,70, 2,61,64,0, 5,0518,1826, ,0,M,0.0,0.00,29.21,29.90,8.1,2,9.2,9,272
2013-09-02,2,77,62,70,M,60,64,0, 5,-,-, ,M,M,M,0.00,29.27,29.89,7.5,2,8.7,9,272
2013-09-03,1,77,57,67,-1,54,59,0, 2,0519,1824, ,0,M,0.0,0.00,29.32,30.02,4.0,30,5.8,9,273
2013-09-03,2,76,58,67,M,54,60,0, 2,-,-, ,M,M,M,0.00,29.39,30.02,1.5,34,4.6,9,273
2013-09-04,1,84,59,72, 4,57,63,0, 7,0520,1822, ,0,M,0.0,0.00,29.37,30.08,6.2,26,7.0,9,274
2013-09-04,2,84,59,72,M,55,62,0, 7,-,-, ,M,M,M,0.00,29.44,30.08,6.4,25,6.8,9,274
2013-09-05,1,74,59,67, 0,54,60,0, 2,0521,1821, ,0,M,0.0,  T,29.49,30.20,9.0,5,9.2,9,275
2013-09-05,2,74,65,70,M,53,60,0, 5,-,-, ,M,M,M,0.00,29.55,30.19,9.2,6,9.9,9,275
2013-09-06,1,86,57,72, 5,58,64,0, 7,0522,1819, ,0,M,0.0,0.00,29.38,30.11,4.7,20,6.0,9,276
2013-09-06,2,85,62,74,M,55,63,0, 9,-,-, ,M,M,M,0.00,29.44,30.11,4.3,17,6.0,9,276
2013-09-07,1,88,65,77,10,62,68,0,12,0523,1817, ,0,M,0.0,0.01,29.21,29.94,5.7,23,6.9,9,277
2013-09-07,2,87,68,78,M,61,67,0,13,-,-, ,M,M,M,0.00,29.28,29.94,5.8,23,7.7,9,277
2013-09-08,1,77,71,74, 8,66,69,0, 9,0524,1815, ,0,M,0.0,0.00,29.26,29.98,10.5,7,11.9,9,278
2013-09-08,2,78,71,75,M,65,68,0,10,-,-, ,M,M,M,0.00,29.33,29.96,10.1,7,12.0,9,278
2013-09-09,1,94,68,81,15,70,74,0,16,0525,1814, ,0,M,0.0,0.00,29.15,29.86,9.0,20,10.1,9,279
2013-09-09,2,94,69,82,M,68,73,0,17,-,-,HZ,M,M,M,0.00,29.22,29.86,8.5,20,9.2,9,279
2013-09-10,1,95,77,86,20,64,71,0,21,0526,1812, ,0,M,0.0,0.00,29.25,29.95,12.1,24,12.5,9,280
2013-09-10,2,96,78,87,M,63,71,0,22,-,-, ,M,M,M,0.00,29.32,29.94,12.2,24,12.5,9,280
2013-09-11,1,91,75,83,18,66,71,0,18,0527,1810, ,0,M,0.0,  T,29.28,29.98,4.2,27,7.5,9,281
2013-09-11,2,92,75,84,M,66,71,0,19,-,-, ,M,M,M,  T,29.34,29.97,5.1,25,6.9,9,281
2013-09-12,1,82,62,72, 7,59,64,0, 7,0528,1809,RA,0,M,0.0,  T,29.28,29.98,7.0,35,9.4,9,282
2013-09-12,2,83,63,73,M,58,64,0, 8,-,-, ,M,M,M,0.06,29.34,29.97,6.8,34,9.8,9,282
2013-09-13,1,67,52,60,-5,45,52,5, 0,0529,1807, ,0,M,0.0,0.00,29.41,30.13,10.7,1,11.5,9,283
2013-09-13,2,67,54,61,M,45,53,4, 0,-,-, ,M,M,M,  T,29.47,30.12,12.8,1,13.5,9,283
2013-09-14,1,72,47,60,-4,43,52,5, 0,0530,1805, ,0,M,0.0,0.00,29.36,30.10,4.7,21,5.9,9,284
2013-09-14,2,72,51,62,M,41,52,3, 0,-,-, ,M,M,M,0.00,29.44,30.11,5.3,19,6.3,9,284
2013-09-15,1,62,56,59,-5,52,55,6, 0,0531,1803,RA BR,0,M,0.0,0.65,29.34,30.06,1.1,2,5.4,9,285
2013-09-15,2,62,58,60,M,51,55,5, 0,-,-,RA DZ BR,M,M,M,0.24,29.41,30.06,0.4,19,5.1,9,285
2013-09-16,1,64,51,58,-6,47,52,7, 0,0532,1760, ,0,M,0.0,0.00,29.59,30.30,9.7,3,10.8,9,286
2013-09-16,2,64,55,60,M,47,53,5, 0,-,-, ,M,M,M,  T,29.65,30.29,11.4,3,12.8,9,286
2013-09-17,1,71,49,60,-4,51,56,5, 0,0533,1758, ,0,M,0.0,0.00,29.49,30.23,7.0,13,7.6,9,287
2013-09-17,2,70,53,62,M,49,55,3, 0,-,-, ,M,M,M,  T,29.55,30.23,7.2,12,8.2,9,287
2013-09-18,1,81,60,71, 7,60,64,0, 6,0535,1756, ,0,M,0.0,0.55,29.26,30.01,8.7,18,9.0,9,288
2013-09-18,2,82,62,72,M,58,62,0, 7,-,-,TS HZ,M,M,M,0.51,29.35,30.02,6.7,17,9.1,9,288
2013-09-19,1,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6,9,289
2013-09-19,2,84,70,77,M,66,69,0,12,-,-,RA BR HZ,M,M,M,  T,29.21,29.87,7.8,16,10.0,9,289
2013-09-20,1,76,58,67, 5,60,63,0, 2,0537,1753, ,0,M,0.0,  T,29.08,29.80,10.1,26,11.0,9,290
2013-09-20,2,77,59,68,M,59,63,0, 3,-,-, ,M,M,M,0.02,29.15,29.80,10.3,26,11.2,9,290
2013-09-21,1,67,52,60,-2,48,53,5, 0,0538,1751, ,0,M,0.0,0.00,29.17,29.87,9.6,33,10.0,9,291
2013-09-21,2,67,51,59,M,46,53,6, 0,-,-, ,M,M,M,0.00,29.23,29.87,9.0,33,9.5,9,291
2013-09-22,1,67,49,58,-4,47,52,7, 0,0539,1749, ,0,M,0.0,0.00,29.30,30.01,6.2,4,7.5,9,292
2013-09-22,2,67,49,58,M,45,51,7, 0,-,-, ,M,M,M,0.00,29.36,30.01,4.8,5,6.8,9,292
2013-09-23,1,67,46,57,-4,48,53,8, 0,0540,1748, ,0,M,0.0,0.00,29.34,30.06,4.9,10,6.1,9,293
2013-09-23,2,67,50,59,M,45,52,6, 0,-,-, ,M,M,M,0.00,29.41,30.06,6.8,11,7.6,9,293
2013-09-24,1,70,49,60,-1,49,54,5, 0,0541,1746, ,0,M,0.0,0.00,29.26,30.00,6.2,10,8.0,9,294
2013-09-24,2,91,52,M,M,48,54,M,M,-,-, ,M,M,M,0.00,29.33,30.00,5.8,9,7.7,9,294
2013-09-25,1,70,51,61, 0,52,56,4, 0,0542,1744, ,0,M,0.0,0.00,29.23,29.95,4.8,5,5.7,9,295
2013-09-25,2,71,56,64,M,51,56,1, 0,-,-, ,M,M,M,0.00,29.29,29.95,5.9,6,6.6,9,295
2013-09-26,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2,9,296
2013-09-26,2,75,55,65,M,52,58,0, 0,-,-, ,M,M,M,0.00,29.40,30.04,4.1,9,4.6,9,296
2013-09-27,1,81,52,67, 7,51,57,0, 2,0544,1741, ,0,M,0.0,0.00,29.38,30.09,7.0,13,7.4,9,297
2013-09-27,2,80,57,69,M,48,57,0, 4,-,-, ,M,M,M,0.00,29.44,30.09,6.6,12,7.3,9,297
2013-09-28,1,84,55,70,11,56,62,0, 5,0545,1739,RA BR,0,M,0.0,0.20,29.24,29.98,10.9,19,12.7,9,298
2013-09-28,2,85,58,72,M,54,61,0, 7,-,-,RA BR,M,M,M,0.02,29.31,29.98,10.2,18,11.3,9,298
2013-09-29,1,68,51,60, 1,49,54,5, 0,0546,1737,RA BR,0,M,0.0,0.18,29.29,30.01,6.0,36,7.6,9,299
2013-09-29,2,84,53,M,M,48,54,M,M,-,-,RA BR,M,M,M,0.22,29.36,30.01,6.3,36,7.8,9,299
2013-09-30,1,74,47,61, 2,49,55,4, 0,0547,1735, ,0,M,0.0,0.00,29.21,29.93,5.8,19,6.2,9,300
2013-09-30,2,76,50,63,M,47,55,2, 0,-,-, ,M,M,M,0.00,29.28,29.93,4.2,19,4.9,9,300
2013-10-01,1,79,62,71,13,62,65,0, 6,0548,1734,BR,0,M,0.0,0.00,29.21,29.92,12.5,22,12.2,10,301
2013-10-01,2,79,62,71,M,61,64,0, 6,-,-,BR HZ,M,M,M,0.00,29.28,29.92,11.9,21,11.5,10,301
2013-10-02,1,76,62,69,11,50,59,0, 4,0549,1732,BR,0,M,0.0,0.00,29.31,30.02,4.7,7,6.4,10,302
2013-10-02,2,77,64,71,M,50,59,0, 6,-,-,BR HZ,M,M,M,0.00,29.37,30.02,5.2,7,7.3,10,302
2013-10-03,1,78,60,69,12,65,67,0, 4,0550,1730,RA DZ FG+ BR,0,M,0.0,0.12,29.19,29.91,7.4,19,7.9,10,303
2013-10-03,2,78,64,71,M,65,67,0, 6,-,-,RA DZ FG+ BR HZ,M,M,M,0.80,29.26,29.91,7.1,19,7.7,10,303
2013-10-04,1,74,65,70,13,65,66,0, 5,0552,1729,RA BR,0,M,0.0,  T,29.23,29.94,2.6,12,6.2,10,304
2013-10-04,2,76,66,71,M,64,66,0, 6,-,-,BR HZ,M,M,M,0.00,29.29,29.94,2.0,16,6.0,10,304
2013-10-05,1,80,61,71,14,66,68,0, 6,0553,1727,TSRA BR,0,M,0.0,0.82,29.11,29.84,5.2,19,6.4,10,305
2013-10-05,2,81,65,73,M,66,68,0, 8,-,-,BR HZ,M,M,M,0.68,29.18,29.83,6.7,19,8.1,10,305
2013-10-06,1,64,45,55,-1,44,49,10, 0,0554,1725,RA,0,M,0.0,0.09,29.02,29.75,8.7,25,9.5,10,306
2013-10-06,2,76,48,M,M,44,50,M,M,-,-,RA DZ BR,M,M,M,0.06,29.10,29.76,10.1,25,10.6,10,306
2013-10-07,1,68,45,57, 1,45,50,8, 0,0555,1724, ,0,M,0.0,  T,29.23,29.92,6.1,28,9.0,10,307
2013-10-07,2,67,45,56,M,44,50,9, 0,-,-, ,M,M,M,0.00,29.30,29.94,6.3,26,9.1,10,307
2013-10-08,1,75,43,59, 3,48,53,6, 0,0556,1722, ,0,M,0.0,0.00,29.42,30.13,4.7,18,5.6,10,308
2013-10-08,2,76,49,63,M,46,53,2, 0,-,-, ,M,M,M,0.00,29.49,30.13,4.0,17,5.0,10,308
2013-10-09,1,71,48,60, 5,47,53,5, 0,0557,1720, ,0,M,0.0,0.00,29.45,30.18,3.6,12,4.6,10,309
2013-10-09,2,70,52,61,M,47,53,4, 0,-,-, ,M,M,M,0.00,29.52,30.18,3.4,11,4.9,10,309
2013-10-10,1,74,46,60, 5,50,55,5, 0,0558,1719,BR,0,M,0.0,0.00,29.37,30.11,2.9,13,3.9,10,310
2013-10-10,2,75,51,63,M,49,55,2, 0,-,-, ,M,M,M,0.00,29.44,30.11,3.0,12,3.8,10,310
2013-10-11,1,76,51,64,10,51,56,1, 0,0559,1717, ,0,M,0.0,0.00,29.28,30.02,7.3,14,7.7,10,311
2013-10-11,2,77,56,67,M,48,56,0, 2,-,-, ,M,M,M,0.00,29.36,30.02,6.1,14,6.9,10,311
2013-10-12,1,73,46,60, 6,54,57,5, 0,0600,1715,RA BR,0,M,0.0,0.12,29.32,30.02,5.7,21,7.4,10,312
2013-10-12,2,73,53,63,M,52,57,2, 0,-,-, ,M,M,M,0.01,29.39,30.02,6.0,21,8.6,10,312
2013-10-13,1,64,44,54, 1,41,48,11, 0,0602,1714, ,0,M,0.0,0.00,29.62,30.32,5.3,32,6.6,10,313
2013-10-13,2,65,46,56,M,40,48,9, 0,-,-, ,M,M,M,0.00,29.68,30.33,3.1,34,5.0,10,313
2013-10-14,1,62,42,52,-1,44,49,13, 0,0603,1712, ,0,M,0.0,0.00,29.53,30.29,6.6,8,8.4,10,314
2013-10-14,2,62,45,54,M,43,49,11, 0,-,-, ,M,M,M,0.00,29.59,30.29,7.2,8,8.4,10,314
2013-10-15,1,64,49,57, 4,51,54,8, 0,0604,1711,RA BR,0,M,0.0,0.07,29.14,29.91,7.6,19,10.6,10,315
2013-10-15,2,65,51,58,M,50,54,7, 0,-,-,RA BR,M,M,M,0.09,29.22,29.92,6.9,19,9.7,10,315
2013-10-16,1,54,47,51,-1,45,48,14, 0,0605,1709,DZ,0,M,0.0,  T,29.16,29.89,10.5,25,10.8,10,316
2013-10-16,2,54,47,51,M,43,47,14, 0,-,-,DZ,M,M,M,  T,29.23,29.91,10.5,25,10.7,10,316
2013-10-17,1,53,40,47,-5,44,46,18, 0,0606,1707,RA BR,0,M,0.0,0.29,29.12,29.86,6.1,26,6.9,10,317
2013-10-17,2,54,44,49,M,43,47,16, 0,-,-,RA BR HZ,M,M,M,0.17,29.20,29.88,7.1,24,7.9,10,317
2013-10-18,1,50,39,45,-6,40,43,20, 0,0607,1706, ,0,M,0.0,0.00,29.18,29.91,8.3,26,8.7,10,318
2013-10-18,2,50,42,46,M,39,43,19, 0,-,-, ,M,M,M,0.00,29.26,29.93,7.9,25,8.6,10,318
2013-10-19,1,54,42,48,-3,37,42,17, 0,0608,1704,RA,0,M,0.0,0.01,29.10,29.83,8.9,25,9.2,10,319
2013-10-19,2,54,43,49,M,36,43,16, 0,-,-,RA,M,M,M,0.01,29.17,29.85,10.1,24,10.4,10,319
2013-10-20,1,61,36,49,-1,42,46,16, 0,0610,1703,RA,0,M,0.0,0.01,29.07,29.80,5.1,20,6.1,10,320
2013-10-20,2,65,41,53,M,41,47,12, 0,-,-,RA,M,M,M,0.02,29.15,29.82,7.5,21,8.4,10,320
2013-10-21,1,55,33,44,-6,31,38,21, 0,0611,1701, ,0,M,0.0,  T,29.19,29.90,10.8,27,11.5,10,321
2013-10-21,2,55,36,46,M,32,40,19, 0,-,-,RA,M,M,M,0.03,29.26,29.92,10.3,27,10.8,10,321
2013-10-22,1,42,29,36,-14,31,34,29, 0,0612,1660,RA,0,M,  T,  T,29.21,29.95,5.4,26,6.1,10,322
2013-10-22,2,41,31,36,M,31,35,29, 0,-,-,RA DZ BR,M,M,M,0.03,29.28,29.97,4.6,26,5.4,10,322
2013-10-23,1,46,32,39,-10,27,34,26, 0,0613,1658, ,0,M,0.0,  T,29.24,29.98,9.2,30,10.0,10,323
2013-10-23,2,46,32,39,M,27,34,26, 0,-,-,RA SN,M,M,M,  T,29.32,30.00,9.2,29,9.2,10,323
2013-10-24,1,44,31,38,-11,25,33,27, 0,0614,1657, ,0,M,  T,  T,29.45,30.16,10.3,30,10.9,10,324
2013-10-24,2,44,34,39,M,25,34,26, 0,-,-, ,M,M,M,0.00,29.52,30.20,9.2,30,9.9,10,324
2013-10-25,1,51,29,40,-8,26,35,25, 0,0616,1656, ,0,M,0.0,0.00,29.47,30.24,10.8,24,11.7,10,325
2013-10-25,2,51,29,40,M,26,36,25, 0,-,-, ,M,M,M,0.00,29.57,30.28,10.4,23,11.3,10,325
2013-10-26,1,55,37,46,-2,29,39,19, 0,0617,1654, ,0,M,0.0,0.00,29.22,29.96,10.9,27,14.2,10,326
2013-10-26,2,55,38,47,M,29,39,18, 0,-,-, ,M,M,M,0.00,29.30,29.98,10.5,26,13.4,10,326
2013-10-27,1,54,29,42,-6,29,37,23, 0,0618,1653, ,0,M,0.0,0.00,29.28,30.02,6.3,23,6.6,10,327
2013-10-27,2,55,32,44,M,29,38,21, 0,-,-, ,M,M,M,0.00,29.37,30.05,6.4,23,6.7,10,327
2013-10-28,1,53,35,44,-3,37,41,21, 0,0619,1651, ,0,M,0.0,0.00,29.54,30.26,9.0,4,9.4,10,328
2013-10-28,2,54,36,45,M,38,42,20, 0,-,-, ,M,M,M,0.00,29.60,30.26,8.8,4,10.3,10,328
2013-10-29,1,57,42,50, 3,40,45,15, 0,0620,1650, ,0,M,0.0,  T,29.49,30.25,6.1,10,7.5,10,329
2013-10-29,2,57,43,50,M,39,45,15, 0,-,-,RA HZ,M,M,M,  T,29.57,30.26,5.9,11,6.6,10,329
2013-10-30,1,63,43,53, 7,52,53,12, 0,0622,1649,RA BR HZ,0,M,0.0,0.55,29.22,30.00,6.6,15,7.5,10,330
2013-10-30,2,64,47,56,M,52,53,9, 0,-,-,RA BR HZ,M,M,M,1.16,29.29,30.01,5.3,14,6.2,10,330
2013-10-31,1,64,46,55, 9,56,57,10, 0,0623,1647,RA BR,0,M,0.0,1.04,28.69,29.45,9.4,24,11.5,10,331
2013-10-31,2,65,47,56,M,56,57,9, 0,-,-,RA BR,M,M,M,2.03,28.77,29.47,9.5,23,11.4,10,331
2014-05-01,1,49,42,46,-7,38,42,19, 0,0448,1849,RA DZ BR,0,M,0.0,0.09,29.02,29.74,13.5,24,13.4,5,151
2014-05-01,2,50,43,47,M,42,44,18, 0,-,-,RA DZ,M,M,M,0.09,29.10,29.76,14.1,24,14.0,5,151
2014-05-02,1,53,46,50,-4,39,45,15, 0,0447,1850, ,0,M,0.0,  T,29.03,29.77,10.2,24,11.5,5,152
2014-05-02,2,80,47,M,M,43,47,M,M,-,-,RA,M,M,M,0.04,29.10,29.79,10.7,23,11.9,5,152
2014-05-03,1,67,46,57, 3,37,48,8, 0,0446,1851, ,0,M,0.0,0.00,29.07,29.77,13.8,28,14.7,5,153
2014-05-03,2,68,49,59,M,39,49,6, 0,-,-, ,M,M,M,0.00,29.13,29.77,13.3,28,14.1,5,153
2014-05-04,1,58,44,51,-3,29,41,14, 0,0444,1852, ,0,M,0.0,0.00,29.31,30.01,4.8,3,10.0,5,154
2014-05-04,2,61,47,54,M,31,43,11, 0,-,-, ,M,M,M,0.00,29.37,30.01,5.6,4,11.1,5,154
2014-05-05,1,55,43,49,-6,34,42,16, 0,0443,1853,RA,0,M,0.0,0.05,29.26,29.98,12.6,5,13.1,5,155
2014-05-05,2,59,45,52,M,36,44,13, 0,-,-,RA,M,M,M,0.01,29.31,29.98,12.5,5,13.8,5,155
2014-05-06,1,63,41,52,-3,34,45,13, 0,0442,1855, ,0,M,0.0,0.00,29.21,29.95,12.6,7,13.7,5,156
2014-05-06,2,63,45,54,M,38,47,11, 0,-,-, ,M,M,M,0.00,29.26,29.94,12.9,7,13.7,5,156
2014-05-07,1,78,48,63, 8,42,50,2, 0,0441,1856, ,0,M,0.0,  T,29.10,29.82,7.5,8,8.9,5,157
2014-05-07,2,80,52,66,M,47,55,0, 1,-,-,RA,M,M,M,  T,29.15,29.81,6.3,10,9.3,5,157
2014-05-08,1,89,51,70,14,55,63,0, 5,0439,1857,RA,0,M,0.0,0.10,29.08,29.80,13.7,21,14.2,5,158
2014-05-08,2,93,68,81,M,58,66,0,16,-,-, ,M,M,M,0.00,29.15,29.79,13.8,20,14.3,5,158
2014-05-09,1,73,54,64, 8,52,58,1, 0,0438,1858,RA BR,0,M,0.0,1.03,29.03,29.74,13.2,24,16.0,5,159
2014-05-09,2,76,57,67,M,56,61,0, 2,-,-,TSRA RA BR,M,M,M,1.43,29.10,29.73,12.4,23,15.3,5,159
2014-05-10,1,77,47,62, 6,42,52,3, 0,0437,1859, ,0,M,0.0,0.00,29.19,29.91,2.9,25,6.9,5,160
2014-05-10,2,77,52,65,M,44,54,0, 0,-,-, ,M,M,M,0.00,29.26,29.90,3.1,20,6.8,5,160
2014-05-11,1,81,52,67,10,53,59,0, 2,0436,1860, ,0,M,0.0,0.12,29.19,29.91,7.6,16,8.9,5,161
